auditId,sourceLine,company,country,investmentFirm,sector,status,ownerCount,milestoneCount,sourceCount,proposedTargetCount,priority,score,flags,malformedDates,exactDuplicates,nearDuplicates,lowValueMilestones,recategoryCandidates,missingEntryOwners,missingExitOwners,sourceCoverage,sourceUrls,reviewerDecision,reviewerNotes
amwaste-llc__united-states,5,Amwaste LLC,United States,3i Infrastructure,Social Infra,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://amwasteusa.com | https://www.3i.com/infrastructure/our-portfolio/amwaste/ | https://www.wastedive.com/news/amwaste-chip-russell-3i-north-american-infrastructure-investment/690067/ | https://www.wastetodaymagazine.com/news/amwaste-acquires-waste-away-environmental/,,
ec-waste__united-states,36,EC Waste,United States,3i Infrastructure,Social Infra,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.ecwaste.com | https://www.3i.com/media/news/2021/3i-partners-with-ec-waste-to-support-the-company-s-growth/ | https://www.3i.com/media/news/2025/3i-backed-ec-waste-acquires-arb-waste-services-in-puerto-rico/ | https://www.postcp.com/article?ID=528966,,
regional-rail-llc__united-states,67,"Regional Rail, LLC",United States,3i Infrastructure,Transportation,Active,1,5,5,current 2-5 target,none,0,,,,,,,,,,https://regional-rail.com/ | https://www.3i.com/infrastructure/our-portfolio/regional-rail/ | https://www.3i.com/media/news/2019/3i-agrees-to-invest-in-regional-rail-to-support-growth/ | https://www.3i.com/media/news/2019/regional-rail-expands-its-geographic-footprint-through-acquisition-of-pinsly-railroad-company-s-florida-operations/ | https://regional-rail.com/2026/01/16/regional-rail-expands-its-network-in-the-midwest-via-the-acquisition-of-several-short-line-freight-railroads/,,
smarte-carte-international-holdings-inc__united-states,99,"Smarte Carte International Holdings, Inc.",United States,3i Infrastructure,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://smartecarte.com/about-us/our-story/ | https://www.3i.com/infrastructure/our-portfolio/smarte-carte/ | https://www.3i.com/media/news/2017/investment-in-smarte-carte/ | https://www.3i.com/media/news/2018/3i-backed-smarte-carte-acquires-aviation-mobility-and-closes-a-225-million-refinancing/,,
jvr-energy-park__united-states,130,JVR Energy Park,United States,Acadia Infrastructure Capital,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://us.baywa-re.com/en/projects/local-projects/jvr-energy-park | https://www.prnewswire.com/news-releases/baywa-re-secures-416m-funding-for-jvr-energy-park-expected-to-be-operational-in-fall-2026-302636735.html | https://us.baywa-re.com/en | https://www.sandiegocounty.gov/content/dam/sdc/pds/ceqa/JVR/PreBoard/Appendices/JVR%20FEIR%20Appendix%20B%20-%20Visual%20Resources%20Part%201%20of%202.pdf,,
peregrine-energy-storage-project__united-states,160,Peregrine Energy Storage Project,United States,Acadia Infrastructure Capital,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.peregrineenergystorage.com/ | https://arevonenergy.com/news/releases/arevon-announces-258-million-of-financial-commitments-for-its-peregrine-energy-storage-project/ | https://arevonenergy.com/news/releases/arevon-commences-operations-at-its-200-megawatt-peregrine-energy-storage-project-in-san-diego/ | https://www.prnewswire.com/news-releases/arevon-commences-operations-at-its-200-megawatt-peregrine-energy-storage-project-in-san-diego-302491017.html,,
project-soho__united-states,190,Project Soho,United States,Acadia Infrastructure Capital,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://gfinfra.com/ | https://www.businesswire.com/news/home/20251007100315/en/Greenflash-Infrastructure-Closes-Innovative-Debt-Financing-Preferred-Equity-and-Sale-of-Tax-Credits-for-400MW-800MWh-ERCOT-Battery-Storage-Project | https://corporates.db.com/more/latest-news/deutsche-bank-supports-greenflash-infrastructure-on-its-400mw-800mwh-battery-storage-project-in-brazoria-county-texas | https://www.energy-storage.news/greenflash-infrastructure-secures-financing-for-texass-largest-standalone-bess/,,
stillhouse-solar-project__united-states,219,Stillhouse Solar Project,United States,Acadia Infrastructure Capital,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://matrixrenewables.com/press-releases/matrix-renewables-announces-acquisition-of-stillhouse-solar-project-from-oci-solar-power/ | https://matrixrenewables.com/press-releases/matrix-renewables-secures-commitments-from-microsoft-and-mufg-led-lender-consortium-for-210mwac-solar-project-in-bell-county-texas/ | https://matrixrenewables.com/press-releases/matrix-renewables-and-solv-energy-celebrate-completion-of-stillhouse-solar-in-bell-county-texas/ | https://matrixrenewables.com/existing-projects/u-s/,,
catalyze__united-states,249,Catalyze,United States,Actis,Power & ET,Active,2,5,6,current 2-5 target,none,4,,,,,,,,,,https://catalyze.com/company/about-us/ | https://www.act.is/2023/02/28/actis-and-encap-invest-in-us-solar-platform-catalyze/ | https://catalyze.com/2024/05/15/catalyze-announces-transaction-to-support-community-distributed-generation-portfolio/ | https://catalyze.com/2026/01/26/catalyze-closes-100-mw-distributed-solar-tax-equity-financing-with-rbc/ | https://www.encapinvestments.com/about/energy-transition/portfolio/current/catalyze | https://www.encapinvestments.com/news/catalyze-acquires-permacity-advances-market-consolidation-strategy,,
terranova__mexico,283,TERRANOVA,Mexico,Actis,Digital,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://dcterranova.com/ | https://www.act.is/2025/12/02/actis-launches-new-latin-american-hyperscale-data-center-platform-terranova-to-accelerate-latin-americas-digital-expansion/ | https://www.datacenterdynamics.com/en/news/terranova-launches-in-mexico-with-its-first-data-center-campus/ | https://dcterranova.com/en/blog/terranova-do-fundo-actis-entra-no-setor-de-data-centers-de-hiperescala,,
valia-energ-a__mexico,313,Valia Energía,Mexico,Actis,Utilities,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://valiaenergia.com/en/ | https://www.act.is/about-us/portfolio/valia-energia/ | https://valiaenergia.com/wp-content/uploads/2023/10/Valia-Energia-Press-Release-ENGLISH-VF.pdf | https://www.milbank.com/en/news/milbank-advises-valia-energia-on-dollar530m-project-bond-financing-to-expand-footprint-in-mexican-energy-market.html,,
alpha-generation-llc__united-states,344,"Alpha Generation, LLC",United States,ADIA Infrastructure,Power & ET,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.alphagen.com/about-us/ | https://www.alphagen.com/portfolio/ | https://www.alphagen.com/newsroom/press-releases/arclight-creates-alphagen-to-manage-one-of-the-largest-power-infrastructure-portfolios-in-the-united-states/ | https://www.prnewswire.com/news-releases/arclight-announces-500mm-investment-by-a-wholly-owned-subsidiary-of-adia-in-11-gw-alphagen-power-infrastructure-platform-302348464.html,,
arevon-energy-inc__united-states,375,"Arevon Energy, Inc.",United States,ADIA Infrastructure,Power & ET,Active,2,5,5,current 2-5 target,none,4,,,,,,,,,,https://arevonenergy.com/about/ | https://www.prnewswire.com/news-releases/arevon-energy-inc-formed-through-combination-of-capital-dynamics-us-clean-energy-infrastructure-team-members-and-arevon-asset-management-301356809.html | https://www.prnewswire.com/news-releases/arevon-energy-inc-formed-through-combination-of-capital-dynamics-us-clean-energy-infrastructure-team-members-and-arevon-asset-management-301356809.html | https://arevonenergy.com/news/releases/arevon-surpasses-10-billion-in-operating-assets-expanding-its-american-energy-portfolio/ | https://www.calstrs.com/files/438447b83/calstrs-investment-case-study-arevon-energy.pdf,,
chicago-parking-meters-llc__united-states,408,"Chicago Parking Meters, LLC",United States,ADIA Infrastructure,Transportation,Active,3,5,5,current 2-5 target,none,6,,,,,,,,,,https://www.chicago.gov/city/en/depts/fin/supp_info/chicago_parking_meteragreement0.html | https://metroplanning.org/projects/innovative-infrastructure-delivery-chicago-parking-meter-analysis/ | https://metroplanning.org/projects/innovative-infrastructure-delivery-chicago-parking-meter-analysis/ | https://metroplanning.org/projects/innovative-infrastructure-delivery-chicago-parking-meter-analysis/ | https://parkchicago.com/about,,
firstenergy-transmission-llc__united-states,442,"FirstEnergy Transmission, LLC",United States,ADIA Infrastructure,Utilities,Active,2,5,6,current 2-5 target,none,4,,,,,,,,,,https://www.firstenergycorp.com/newsroom/news_articles/firstenergy-announces-transformative--3-4-billion-of-equity-fina.html | https://www.firstenergycorp.com/newsroom/news_articles/firstenergy-completes-minority-interest-sale-in-transmission-bus.html | https://www.firstenergycorp.com/newsroom/news_articles/fe-closes-on-fe-transmission-interest-sale.html | https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7B00A61E9C-0000-C856-9EC0-AB998D2CF015%7D&DocTitle=Redacted+Black+Volt+B+2024+LLC+and+Black+Beacon+B+2024+LLC+-+2026+Annual+Report+%28PUBLIC+VERSION%29 | https://www.sec.gov/Archives/edgar/data/1031296/000103129624000018/fe-20240325x8k.htm | https://www.brookfield.com/views-news/insights/firstenergy-transmission-premier-electric-transmission-platform,,
landmark-dividend-llc__united-states,476,Landmark Dividend LLC,United States,ADIA Infrastructure,Digital,Active,2,5,6,current 2-5 target,none,4,,,,,,,,,,https://www.landmarkdividend.com/ | https://www.landmarkdividend.com/what-we-do | https://www.nasdaq.com/press-release/digital-colony-completes-acquisition-of-landmark-dividend-llc-2021-06-02 | https://ir.digitalbridge.com/news-releases/news-release-details/adia-acquires-40-stake-landmark-dividend/ | https://ir.digitalbridge.com/news-releases/news-release-details/adia-completes-acquisition-40-stake-landmark-dividend-alongside/ | https://www.digitalbridge.com/portfolio/landmark-dividend,,
aes-clean-energy__united-states,510,AES Clean Energy,United States,AIMCo,Power & ET,Active,1,5,6,current 2-5 target,none,0,,,,,,,,,,https://www.aimco.ca/insights/aes-and-aimco-to-form-leading-renewables-platform | https://www.prnewswire.com/news-releases/aes-and-aimco-to-form-leading-renewables-platform-in-the-us-301174269.html | https://www.aes.com/about-us | https://www.aimco.ca/what-we-do/asset-classes/infrastructure-renewable-resources/ | https://www.communityenergyinc.com/news/aes-acquires-us-renewables-developer-community-energy-adding-10-gw-of-renewable-projects-to-growth-pipeline | https://www.aes.com/newsroom/aes-us-based-clean-energy-unit-secures-optimized-funding-construction-2-gw-clean-energy,,
boldyn-networks__united-states-canada,543,Boldyn Networks,United States / Canada,AIMCo,Digital,Active,1,5,5,current 2-5 target,none,0,,,,,,,,,,https://www.aimco.ca/insights/boldyn-networks-investment | https://www.boldyn.com/news/bai-communications-transforms-into-boldyn-networks-with-game-changing-ai-created-brand-identity | https://www.boldyn.com/us/about-us | https://www.boldyn.com/us/company-values-history | https://www.cppinvestments.com/newsroom/cpp-investments-aimco-and-manulife-im-increase-commitment-to-boldyn-networks-to-support-continued-growth-in-the-u-s/,,
cando-rail-terminals__canada,575,Cando Rail & Terminals,Canada,AIMCo,Transportation,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.aimco.ca/insights/cando-rail-and-terminals-acquisition | https://www.candorail.com/aboutus/ | https://www.candorail.com/,,
castle-rock-ridge-ii-wind-farm__canada,603,Castle Rock Ridge II Wind Farm,Canada,AIMCo,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.aimco.ca/insights/aimco-partnership-with-enel-green-power | https://www.enel.com/content/dam/enel-common/press/en/2018---febr/EGP%20Alberta%20BSO%20ENG.pdf | https://www.enelgreenpower.com/media/press/2020/05/enel-green-power-fuels-recovery-by-connecting-three-new-wind-farms-in-north-america | https://www.enelgreenpower.com/our-projects/highlights/castle-rock-ridge-wind-farms,,
coastal-gaslink-pipeline-project__canada,632,Coastal GasLink Pipeline Project,Canada,AIMCo,Midstream,Active,1,5,5,current 2-5 target,none,0,,,,,,,,,,https://www.coastalgaslink.com/about/faqs/ | https://www.coastalgaslink.com/whats-new/news-stories/2019/Partial-Monetization-of-CGL-Announced/ | https://www.coastalgaslink.com/whats-new/news-stories/2020/tc-energy-completes-partial-monetization-and-project-financing-transactions-for-coastal-gaslink/ | https://www.tcenergy.com/announcements/2019/2019-12-26tc-energy-announces-the-partial-monetization-of-the-coastal-gaslink-pipeline-project/ | https://www.tcenergy.com/announcements/2022/2022-03-09-tc-energy-signs-equity-option-agreements-with-indigenous-communities-across-the-coastal-gaslink-project-corridor/,,
howard-energy-partners__united-states-mexico,663,Howard Energy Partners,United States / Mexico,AIMCo,Midstream,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.aimco.ca/insights/expanded-ownership-howard-energy-partners | https://www.howardenergypartners.com/ | https://www.howardenergypartners.com/our-operations/ | https://www.howardenergypartners.com/howard-energy-partners-acquires-ethylene-pipeline-from-epic-midstream-holdings/,,
northern-courier-pipeline__canada,694,Northern Courier Pipeline,Canada,AIMCo,Midstream,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.aimco.ca/insights/investment-in-northern-courier-pipeline | https://www.aimco.ca/insights/aimco-welcomes-investment-in-ncp | https://www.torys.com/work/2019/05/41cdfb27-f894-4c11-9357-fba42a8e4a76 | https://www.gem.wiki/Northern_Courier_Pipeline_System,,
puget-energy-puget-sound-energy__united-states,723,Puget Energy / Puget Sound Energy,United States,AIMCo,Utilities,Active,1,4,5,current 2-5 target,none,0,,,,,,,,,,https://www.aimco.ca/insights/aimco-increases-stake-in-puget-sound-energy | https://assets.ctfassets.net/lyt4cjmefjno/5aorUTYWwgPMIGc9cNPx9r/8518334d4637dbde57c10a376b60c10c/puget_investment.pdf | https://www.sec.gov/Archives/edgar/data/81100/000119312509027209/d8k.htm | https://www.pse.com/en/about-us | https://www.pse.com/en/Customer-Service/pse-locations-2,,
riverview-wind-farm__canada,753,Riverview Wind Farm,Canada,AIMCo,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.aimco.ca/insights/aimco-partnership-with-enel-green-power | https://www.enel.com/content/dam/enel-common/press/en/2018---febr/EGP%20Alberta%20BSO%20ENG.pdf | https://www.enelgreenpower.com/media/press/2020/05/enel-green-power-fuels-recovery-by-connecting-three-new-wind-farms-in-north-america | https://majorprojects.alberta.ca/details/Riverview-Wind-Farm,,
trisummit-utilities__united-states-canada,781,TriSummit Utilities,United States / Canada,AIMCo,Utilities,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://trisummit.ca/about-us/our-history | https://trisummit.ca/index.php/newsroom/news-2023/227-nvestmentsandompletecquisitionofltaasa20200331093900 | https://trisummit.ca/images/Reports_Filings/2025/TSU_AIF_2024_Final_web.pdf | https://trisummit.ca/images/pdf/TSU_2024_ESG_Report_Final.pdf,,
broadview-wind-farm__united-states,812,Broadview Wind Farm,United States,Allianz Global Investors,Power & ET,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://patternenergy.com/projects/broadview-wind/ | https://patternenergy.com/wp-content/uploads/2023/11/101823-BroadviewWind-Factsheet.pdf | https://www.prnewswire.com/news-releases/pattern-energy-commits-to-acquire-324-mw-broadview-wind-power-facility-in-new-mexico-for-269-million-300293036.html | https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/migration/media/press/document/ACP_Cap_One_EN.pdf,,
colbeck-s-corner-wind-farm__united-states,842,Colbeck's Corner Wind Farm,United States,Allianz Global Investors,Power & ET,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.eon.com/en/about-us/media/press-release/2016/eon-adds-us-based-colbeck-s-corner-wind-farm-to-its-renewable-portfolio.html | https://www.prnewswire.com/news-releases/eon-climate--renewables-allianz-capital-partners-and-state-street-corporation-close-colbecks-corner-llc-tax-equity-financing-300274548.html | https://www.prnewswire.com/news-releases/eon-dedicates-colbecks-corner-wind-farm-300356031.html,,
galloway-2-solar-project__united-states,869,Galloway 2 Solar Project,United States,Allianz Global Investors,Power & ET,Active,1,4,3,current 2-5 target,none,0,,,,,,,,,,https://avantus.com/news/avantus-and-allianz-capital-partners-announce-completion-of-sale-for-galloway-2-solar-project | https://avantus.com/news/avantus-celebrates-galloway-2-solar-project-groundbreaking-in-texas | https://newsroom.firstcitizens.com/2022-11-03-CIT-Leads-Construction-Financing-for-Major-New-Texas-Solar-Project,,
great-western-wind-farm__united-states,897,Great Western Wind Farm,United States,Allianz Global Investors,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.edf-re.com/project/great-western-wind/ | https://www.edf-re.com/press-release/edf-renewable-energy-announces-commercial-operation-great-western-wind-project/ | https://investors.alliantenergy.com/News--Presentations/news/news-details/2017/EDF-Renewable-Energy-Signs-Agreement-to-Sell-50-of-Great-Western-Wind-Project-to-Alliant-Energy/default.aspx | https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/migration/media/press/document/ACP_Great_Western-EN.pdf,,
kelly-creek-wind-project__united-states,926,Kelly Creek Wind Project,United States,Allianz Global Investors,Power & ET,Active,1,2,3,current 2-5 target,none,0,,,,,,,,,,https://www.edf-re.com/project/kelly-creek-wind/ | https://www.edf-re.com/press-release/edf-renewable-energy-announces-commercial-operation-kelly-creek-wind-project/ | https://www.allianzcapitalpartners.com/-/media/allianzgi/globalagi/acp/documents/news/2017/acp-press-release-kelly-creek.pdf,,
lotus-solar-farm__united-states,952,Lotus Solar Farm,United States,Allianz Global Investors,Power & ET,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.businesswire.com/news/home/20190910005984/en/8minute-Solar-Energy-and-Allianz-Global-Investors-Announce-First-Major-U.S.-Acquisition | https://avantus.com/news/8minute-solar-energy-s-67-megawatt-lotus-solar-farm-now-fully-operational | https://www.foley.com/news/2019/09/foley-represents-8minute-solar-energy/,,
red-dirt-wind-project__united-states,979,Red Dirt Wind Project,United States,Allianz Global Investors,Power & ET,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.enel.com/media/explore/search-press-releases/press/2017/04/enel-starts-construction-of-300-mw-red-dirt-wind-farm-in-united-states | https://www.enel.com/media/explore/search-press-releases/press/2017/08/enel-signs-tax-equity-agreement-for-300-mw-red-dirt-wind-project-in-the-usa | https://www.enelgreenpower.com/our-projects/operating/red-dirt-wind-project | https://www.enelgreenpower.com/countries/north-america/united-states,,
stella-wind-farm__united-states,1010,Stella Wind Farm,United States,Allianz Global Investors,Power & ET,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.prnewswire.com/news-releases/eon-achieves-successful-commercial-operation-and-tax-equity-financing-for-stella-wind-farm-300782909.html | https://www.eon.com/en/about-us/media/press-release/2018/eon-starts-construction-of-a-new-wind-farm-in-texas-and-makes-important-progress-in-us-business.html | https://americas.rwe.com/our-energy/onshore-wind/onshore-wind-projects-and-locations/ | https://comptroller.texas.gov/economy/development/prop-tax/ch313/agreement-docs-details.php?id=1176,,
7-mile-pit-solar__united-states,1041,7 Mile Pit Solar,United States,Amber Infrastructure,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://thinkingafield.org/2020/09/michigan-dnr-partners-with-circle-power-to-repurpose-former-mine-sites.html | https://www.circlepower.com/ | https://www.prnewswire.com/news-releases/amber-infrastructure-and-circle-power-launch-circle-power-renewables-301301112.html | https://www.michigan.gov/dnr,,
alberta-schools-alternative-procurement-i__canada,1070,Alberta Schools Alternative Procurement I,Canada,Amber Infrastructure,Social Infra,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.amberinfrastructure.com/our-sectors/infrastructure/education/ | https://www.internationalpublicpartnerships.com/portfolio/alberta-schools/ | https://www.investegate.co.uk/announcement/rns/international-public-partnerships-ltd---inpp/additional-investment-in-alberta-schools/3501487 | https://www.investegate.co.uk/announcement/rns/international-public-partnerships-ltd---inpp/alberta-schools-acquisition/1790414,,
biddeford-lincoln-garage-riverwalk__united-states,1100,Biddeford Lincoln Garage & RiverWalk,United States,Amber Infrastructure,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.prnewswire.com/news-releases/amber-achieves-financial-close-of-biddeford-lincoln-garage--riverwalk-biddeford-me-301109865.html | https://www.amberinfrastructure.com/news/press-releases/2020/amber-achieves-financial-close-of-biddeford-lincoln-garage-riverwalk-biddeford-me/ | https://highways.dot.gov/public-roads/winter-2021/05 | https://www.biddefordmaine.org/,,
circle-power-renewables__united-states,1131,Circle Power Renewables,United States,Amber Infrastructure,Power & ET,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://circlepower.com/ | https://www.prnewswire.com/news-releases/amber-infrastructure-and-circle-power-launch-circle-power-renewables-301301112.html | https://grovelandminesolar.com/ | https://www.scotiawindfarm.com/,,
city-light-power-inc__united-states,1162,"City Light & Power, Inc.",United States,Amber Infrastructure,Utilities,Active,1,2,3,current 2-5 target,none,0,,,,,,,,,,https://www.clpinc.com/ | https://www.amberinfrastructure.com/news/press-releases/2020/amber-and-hunt-acquire-a-majority-stake-in-city-light-power/ | https://www.huntcompanies.com/news/amber-and-hunt-acquire-a-majority-stake-in-city-light-power/,,
city-of-san-marcos-public-services-complex__united-states,1188,City of San Marcos Public Services Complex,United States,Amber Infrastructure,Social Infra,Active,1,5,3,current 2-5 target,none,0,,,,,,,,,,https://www.amberinfrastructure.com/news/press-releases/2020/amber-closes-financing-for-public-services-complex-in-san-marcos-texas/ | https://www.huntcompanies.com/news/amber-and-hunt-close-financing-for-public-services-complex-in-san-marcos-texas/ | https://www.sanmarcostx.gov/3490/Public-Services-Complex,,
durham-region-courthouse__canada,1218,Durham Region Courthouse,Canada,Amber Infrastructure,Social Infra,Active,1,3,5,current 2-5 target,none,0,,,,,,,,,,https://www.amberinfrastructure.com/our-sectors/infrastructure/judicial/ | https://www.internationalpublicpartnerships.com/portfolio/durham-region-courthouse/ | https://www.investegate.info/announcement/rns/international-public-partnerships-ltd---inpp/durham-courthouse-canada/807340 | https://www.infrastructureontario.ca/en/what-we-do/projectssearch/durham-region-courthouse/ | https://www.ccppp.ca/events-and-awards/awards/past-winners/,,
euryalus-solar-portfolio__united-states,1248,Euryalus Solar Portfolio,United States,Amber Infrastructure,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.ussolarfund.co.uk/portfolio/acquisition-five | https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_ar24_web_ready_pdf.pdf | https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/ | https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf,,
future-energy-park__canada,1278,Future Energy Park,Canada,Amber Infrastructure,Power & ET,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.greenipi.com/project/future-energy-park/ | https://americanbiogascouncil.org/green-impact-partners-announces-545-million-partnering-agreement/ | https://www.canadianbiomassmagazine.ca/green-impact-partners-amber-infrastructure-ink-rng-facility-partnership-deal/,,
granite-solar-portfolio__united-states,1306,Granite Solar Portfolio,United States,Amber Infrastructure,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.ussolarfund.co.uk/portfolio/granite | https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_ar24_web_ready_pdf.pdf | https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/ | https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf,,
greengas-colorado__united-states,1335,GreenGas Colorado,United States,Amber Infrastructure,Power & ET,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://americanbiogascouncil.org/green-impact-partners-announces-545-million-partnering-agreement/ | https://www.greenipi.com/newsroom/green-impact-partners-announces-545-million-partnering-agreement/ | https://www.greenipi.com/investors/,,
groveland-mine-solar__united-states,1363,Groveland Mine Solar,United States,Amber Infrastructure,Power & ET,Active,1,5,3,current 2-5 target,none,0,,,,,,,,,,https://grovelandminesolar.com/ | https://www.prnewswire.com/news-releases/amber-infrastructure-and-circle-power-launch-circle-power-renewables-301301112.html | https://www.uppermichiganssource.com/2024/08/23/uppco-circle-power-renewables-announce-approval-power-purchase-agreement-groveland-solar-mine/,,
heelstone-solar-portfolio__united-states,1393,Heelstone Solar Portfolio,United States,Amber Infrastructure,Power & ET,Active,1,5,5,current 2-5 target,none,0,,,,,,,,,,https://www.ussolarfund.co.uk/portfolio/acquisition-four | https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf | https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_ar24_web_ready_pdf.pdf | https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/ | https://www.ussolarfund.co.uk/,,
iowa-rng__united-states,1425,Iowa RNG,United States,Amber Infrastructure,Power & ET,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.greenipi.com/newsroom/green-impact-partners-announces-545-million-partnering-agreement/ | https://americanbiogascouncil.org/green-impact-partners-announces-545-million-partnering-agreement/ | https://www.greenipi.com/investors/,,
maine-international-cold-storage-facility__united-states,1453,Maine International Cold Storage Facility,United States,Amber Infrastructure,Transportation,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://coldstoragemaine.com/ | https://www.huntcompanies.com/news/groundbreaking-announcement-for-state-of-the-art-cold-storage-facility-on-portland-waterfront | https://www.portofportlandmaine.com/ | https://www.mainebiz.biz/article/taylor-logistics-chosen-to-operate-portlands-new-cold-storage-facility,,
milford-solar-project__united-states,1484,Milford Solar Project,United States,Amber Infrastructure,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.ussolarfund.co.uk/portfolio/milford-solar-plant | https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_ar24_web_ready_pdf.pdf | https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/ | https://www.ussolarfund.co.uk/sites/default/files/usf_interim_report_2025.pdf,,
olympos-solar-portfolio__united-states,1514,Olympos Solar Portfolio,United States,Amber Infrastructure,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.ussolarfund.co.uk/portfolio/olympos | https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_2024_interim_results_presentation.pdf | https://www.amberinfrastructure.com/news-and-insights/press-releases/amber-appointed-us-solar-fund-plc-investment-manager/ | https://www.ussolarfund.co.uk/sites/default/files/us_solar_fund_ar24_web_ready_pdf.pdf,,
scotia-wind__united-states,1544,Scotia Wind,United States,Amber Infrastructure,Power & ET,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://www.scotiawindfarm.com/ | https://www.prnewswire.com/news-releases/amber-infrastructure-and-circle-power-launch-circle-power-renewables-301301112.html | https://circlepower.com/,,
travis-county-civil-and-family-courts-facility__united-states,1572,Travis County Civil and Family Courts Facility,United States,Amber Infrastructure,Social Infra,Active,1,5,5,current 2-5 target,none,0,,,,,,,,,,https://www.huntcompanies.com/news/hunt-led-team-secures-project-for-the-new-courts-facility-in-travis-county-texas | https://www.infrapppworld.com/update/fc-for-courthouse-p3-project-in-travis-county | https://www.nortonrosefulbright.com/en/news/ce351501/norton-rose-fulbright-closes-public-private-partnership-deal-for-new-travis-county-courthouse | https://www.henselphelps.com/project/travis-county-civil-and-family-courts-facility/ | https://www.traviscountytx.gov/courts/civil-family-courts-facility,,
noventa-energy-partners__canada,1604,Noventa Energy Partners,Canada,Ancala Partners,Power & ET,Active,1,4,3,current 2-5 target,none,0,,,,,,,,,,https://www.noventaenergy.com/ | https://ancala.com/ancala-partners-acquires-decarbonised-heating-and-cooling-provider-noventa/ | https://ancala.com/canada-infrastructure-bank-invests-100-million-with-ancala-backed-noventa-to-decarbonise-buildings/,,
phoenix-rail__united-states,1633,Phoenix Rail,United States,Ancala Partners,Transportation,Active,1,2,3,current 2-5 target,none,0,,,,,,,,,,https://phoenixrail.com/ | https://ancala.com/ancala-forms-short-line-rail-platform/ | https://phoenixrail.com/arkadia-forms-phoenix-rail-to-acquire-lehigh-valley-rail-management/,,
